## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,0,TrainToFlorence,1.000000,1.000000,Results,3.158048,1.969030,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.031745,0.031745
Dist,1.000000,0.105345,0.137090
Dist,2.000000,0.173421,0.310511
Dist,3.000000,0.256955,0.567467
Dist,4.000000,0.258622,0.826089
Dist,5.000000,0.145124,0.971213
Dist,6.000000,0.026703,0.997916
Dist,7.000000,0.002007,0.999923
Dist,8.000000,0.000075,0.999998
Dist,9.000000,0.000002,1.000000
Dist,10.000000,0.000000,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,1,TrainToPistoia,1.000000,1.000000,Results,1.381479,1.374031,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.264588,0.264588
Dist,1.000000,0.331746,0.596334
Dist,2.000000,0.223311,0.819645
Dist,3.000000,0.118311,0.937956
Dist,4.000000,0.062041,0.999997
Dist,5.000000,0.000003,1.000000
Dist,6.000000,0.000000,1.000000
Dist,7.000000,0.000000,1.000000
Dist,8.000000,0.000000,1.000000
Dist,9.000000,0.000000,1.000000
Dist,10.000000,0.000000,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,2,TrainToLucca,1.000000,1.000000,Results,1.446096,1.576132,8
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.256076,0.256076
Dist,1.000000,0.323876,0.579952
Dist,2.000000,0.232427,0.812379
Dist,3.000000,0.119143,0.931522
Dist,4.000000,0.047748,0.979270
Dist,5.000000,0.015929,0.995198
Dist,6.000000,0.004308,0.999506
Dist,7.000000,0.000494,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,3,TrainToViareggio,1.000000,1.000000,Results,4.013670,1.380260,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.006038,0.006038
Dist,1.000000,0.022338,0.028376
Dist,2.000000,0.074681,0.103057
Dist,3.000000,0.190499,0.293556
Dist,4.000000,0.331140,0.624696
Dist,5.000000,0.310774,0.935470
Dist,6.000000,0.059843,0.995313
Dist,7.000000,0.004514,0.999827
Dist,8.000000,0.000169,0.999996
Dist,9.000000,0.000004,1.000000
Dist,10.000000,0.000000,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,0,TrainToFlorence,6.000000,6.000000,Results,0.727580,1.272968,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.593766,0.593766
Dist,1.000000,0.216782,0.810547
Dist,2.000000,0.109661,0.920209
Dist,3.000000,0.048039,0.968247
Dist,4.000000,0.019201,0.987448
Dist,5.000000,0.007545,0.994993
Dist,6.000000,0.003084,0.998077
Dist,7.000000,0.001262,0.999339
Dist,8.000000,0.000483,0.999822
Dist,9.000000,0.000150,0.999972
Dist,10.000000,0.000028,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,1,TrainToPistoia,6.000000,6.000000,Results,1.258216,1.221961,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.275986,0.275986
Dist,1.000000,0.374238,0.650224
Dist,2.000000,0.212635,0.862859
Dist,3.000000,0.095679,0.958539
Dist,4.000000,0.037010,0.995549
Dist,5.000000,0.003344,0.998893
Dist,6.000000,0.000881,0.999775
Dist,7.000000,0.000189,0.999963
Dist,8.000000,0.000032,0.999996
Dist,9.000000,0.000004,1.000000
Dist,10.000000,0.000000,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,2,TrainToLucca,6.000000,6.000000,Results,4.454219,3.649213,8
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.032707,0.032707
Dist,1.000000,0.058874,0.091581
Dist,2.000000,0.088032,0.179613
Dist,3.000000,0.118909,0.298523
Dist,4.000000,0.148930,0.447453
Dist,5.000000,0.181684,0.629137
Dist,6.000000,0.237629,0.866766
Dist,7.000000,0.133234,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,3,TrainToViareggio,6.000000,6.000000,Results,3.558123,3.163845,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.032018,0.032018
Dist,1.000000,0.083090,0.115108
Dist,2.000000,0.162478,0.277587
Dist,3.000000,0.238690,0.516277
Dist,4.000000,0.211836,0.728113
Dist,5.000000,0.135033,0.863146
Dist,6.000000,0.076230,0.939376
Dist,7.000000,0.038160,0.977536
Dist,8.000000,0.016191,0.993727
Dist,9.000000,0.005261,0.998988
Dist,10.000000,0.001012,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,0,TrainToFlorence,12.000000,12.000000,Results,1.260356,2.513522,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.442446,0.442446
Dist,1.000000,0.228203,0.670649
Dist,2.000000,0.145544,0.816194
Dist,3.000000,0.085389,0.901582
Dist,4.000000,0.047794,0.949376
Dist,5.000000,0.026024,0.975400
Dist,6.000000,0.014035,0.989435
Dist,7.000000,0.006558,0.995993
Dist,8.000000,0.002796,0.998789
Dist,9.000000,0.000989,0.999778
Dist,10.000000,0.000222,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,1,TrainToPistoia,12.000000,12.000000,Results,1.419085,1.550809,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.249392,0.249392
Dist,1.000000,0.355109,0.604501
Dist,2.000000,0.216897,0.821398
Dist,3.000000,0.109026,0.930424
Dist,4.000000,0.053580,0.984004
Dist,5.000000,0.009802,0.993806
Dist,6.000000,0.004195,0.998001
Dist,7.000000,0.001488,0.999490
Dist,8.000000,0.000418,0.999908
Dist,9.000000,0.000083,0.999991
Dist,10.000000,0.000009,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,2,TrainToLucca,12.000000,12.000000,Results,4.301159,3.811639,8
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.044520,0.044520
Dist,1.000000,0.065850,0.110370
Dist,2.000000,0.091555,0.201925
Dist,3.000000,0.120867,0.322792
Dist,4.000000,0.151365,0.474157
Dist,5.000000,0.180753,0.654909
Dist,6.000000,0.235259,0.890168
Dist,7.000000,0.109832,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,3,TrainToViareggio,12.000000,12.000000,Results,3.017446,3.003745,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.073252,0.073252
Dist,1.000000,0.119210,0.192462
Dist,2.000000,0.191617,0.384079
Dist,3.000000,0.251641,0.635720
Dist,4.000000,0.191357,0.827077
Dist,5.000000,0.093248,0.920325
Dist,6.000000,0.045823,0.966148
Dist,7.000000,0.021444,0.987591
Dist,8.000000,0.008894,0.996486
Dist,9.000000,0.002929,0.999415
Dist,10.000000,0.000585,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,0,TrainToFlorence,24.000000,24.000000,Results,1.264544,2.702502,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.458458,0.458458
Dist,1.000000,0.216596,0.675055
Dist,2.000000,0.138001,0.813055
Dist,3.000000,0.082366,0.895422
Dist,4.000000,0.047814,0.943235
Dist,5.000000,0.027524,0.970759
Dist,6.000000,0.015961,0.986720
Dist,7.000000,0.007987,0.994707
Dist,8.000000,0.003642,0.998349
Dist,9.000000,0.001345,0.999694
Dist,10.000000,0.000306,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
0,1,TrainToPistoia,24.000000,24.000000,Results,1.460149,1.566722,11
## Dist,x, P(X=x), P(X<=x)
Dist,0.000000,0.238447,0.238447
Dist,1.000000,0.351085,0.589532
Dist,2.000000,0.220350,0.809882
Dist,3.000000,0.115338,0.925220
Dist,4.000000,0.059782,0.985002
Dist,5.000000,0.009202,0.994204
Dist,6.000000,0.003929,0.998134
Dist,7.000000,0.001390,0.999524
Dist,8.000000,0.000390,0.999914
Dist,9.000000,0.000078,0.999992
Dist,10.000000,0.000008,1.000000

## Exp Num, PV Num, PV Name, Start Time, Stop Time, Type, Mean, Variance,NumDistPts
